,index,Session_Name_,Trial_Index_,expcond,trialn,noisecond,whichfirstopt,noiseinl,noiseinr,freql,freqr,frame,Frame_Name,Slider_X,Choice_SND1_Time,CONF,CONF_RT,Choice_SND1,Choice_SND1_RT,TRIAL_N_LIVE,itm_1,itm,part,logRT,zRT,zLogRT,zConf,zLFreq,zRFreq,Choice,totFreq,dFreq,absDFreq,zTotFreq,zDFreq,zAbsDFreq,choFreq,unchoFreq,zChoFreq,zUnchoFreq,ConfSplit,correct,LEv_bin,REv_bin
3447,4527,Pilot29,49,Experiment,29,1,0,1,1,4,2,1,like2.png,642,1323325.52,71.67,1120,z,808,29,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R02.wav,25,6.694562058521095,-0.9905538892954519,-1.3349939884724535,1.275693221384161,-0.5222329678670935,-1.2185435916898848,0,6,-2,2,-1.3055824196677337,-0.4670993664969138,-0.7537783614444089,4,2,-0.49327306360276074,-1.2542647112276402,1.0,1,1,0
3448,4528,Pilot29,50,Experiment,59,1,0,1,1,7,5,1,like2.png,582,1339189.5,61.67,1390,z,2156,30,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R05.wav,25,7.6760099320288875,0.23828191876553512,0.5148483124220128,0.4599746428791881,0.5222329678670935,-0.17407765595569785,0,12,-2,2,0.26111648393354675,-0.4670993664969138,-0.7537783614444089,7,5,0.5431761750956469,-0.20091643119198585,1.0,1,3,1
3449,4529,Pilot29,51,Experiment,36,1,0,1,1,4,10,1,like2.png,582,1361165.87,61.67,1198,m,2032,31,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R10.wav,25,7.616775808698373,0.12524361001215056,0.403203272526457,0.4599746428791881,-0.5222329678670935,1.5666989036012806,1,14,6,6,0.7833494518006403,1.4012980994907414,1.0552897060221726,10,4,1.5796254137940544,-0.552032524537204,1.0,1,1,4
3450,4530,Pilot29,52,Experiment,38,1,0,1,1,5,2,1,like2.png,612,1470230.61,66.67,1426,z,930,32,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R02.wav,25,6.835184586147301,-0.8793387790703477,-1.0699473088847458,0.8678339321316745,-0.17407765595569785,-1.2185435916898848,0,7,-3,3,-1.044465935734187,-0.7006490497453707,-0.3015113445777635,5,2,-0.14778998403662486,-1.2542647112276402,1.0,1,2,0
3451,4531,Pilot29,53,Experiment,34,1,0,1,1,4,8,1,like2.png,552,1483189.56,56.67,2229,m,1606,33,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R08.wav,25,7.381501894506707,-0.2630976765115738,-0.040243242073691746,0.0521153536267017,-0.5222329678670935,0.8703882797784892,1,12,4,4,0.26111648393354675,0.9341987329938276,0.15075567228888187,8,4,0.8886592546617826,-0.552032524537204,0.0,1,1,3
3452,4532,Pilot29,54,Experiment,6,1,0,1,1,1,7,1,like2.png,612,1495781.59,66.67,1709,m,1715,34,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R07.wav,25,7.44716835960004,-0.1637333567202922,0.08352553684851632,0.8678339321316745,-1.5666989036012806,0.5222329678670935,1,8,6,6,-0.7833494518006403,1.4012980994907414,1.0552897060221726,7,1,0.5431761750956469,-1.6053808045728584,1.0,1,0,2
3453,4533,Pilot29,55,Experiment,76,1,0,1,1,9,4,1,like2.png,582,1508718.17,61.67,2535,z,1718,35,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R04.wav,25,7.4489161025442,-0.16099855892787163,0.08681969939801824,0.4599746428791881,1.2185435916898848,-0.5222329678670935,0,13,-5,5,0.5222329678670935,-1.1677484162422844,0.6030226891555273,9,4,1.2341423342279185,-0.552032524537204,1.0,1,4,1
3454,4534,Pilot29,56,Experiment,47,1,0,1,1,6,2,1,like2.png,582,1520294.78,61.67,2473,z,1228,36,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R02.wav,25,7.113142108707088,-0.6076821983565687,-0.5460503226442042,0.4599746428791881,0.17407765595569785,-1.2185435916898848,0,8,-4,4,-0.7833494518006403,-0.9341987329938276,0.15075567228888187,6,2,0.19769309552951098,-1.2542647112276402,1.0,1,2,0
3455,4535,Pilot29,57,Experiment,31,1,0,1,1,4,5,1,like2.png,582,1532421.47,61.67,1508,z,1538,37,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R05.wav,25,7.338238150065589,-0.32508642647310726,-0.12178715971063055,0.4599746428791881,-0.5222329678670935,-0.17407765595569785,0,9,1,1,-0.5222329678670935,0.2335496832484569,-1.2060453783110543,4,5,-0.49327306360276074,-0.20091643119198585,1.0,0,1,1
3456,4536,Pilot29,58,Experiment,15,1,0,1,1,2,7,1,like2.png,612,1544598.88,66.67,1500,m,3065,38,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R07.wav,25,8.027802848370312,1.0669256498689752,1.1779109521906532,0.8678339321316745,-1.2185435916898848,0.5222329678670935,1,9,5,5,-0.5222329678670935,1.1677484162422844,0.6030226891555273,7,2,0.5431761750956469,-1.2542647112276402,1.0,1,0,2
3457,4537,Pilot29,59,Experiment,14,1,0,1,1,2,6,1,like2.png,552,1558653.34,56.67,2202,z,1520,39,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R06.wav,25,7.326465613840322,-0.3414952132276308,-0.1439761481288092,0.0521153536267017,-1.2185435916898848,0.17407765595569785,0,8,4,4,-0.7833494518006403,0.9341987329938276,0.15075567228888187,2,6,-1.1842392227350325,0.1501996621532323,0.0,0,0,2
3458,4538,Pilot29,60,Experiment,87,1,0,1,1,10,6,1,like2.png,582,1569813.05,61.67,2532,z,1230,40,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R06.wav,25,7.114769448366463,-0.6058589998282883,-0.5429830973527819,0.4599746428791881,1.5666989036012806,0.17407765595569785,0,16,-4,4,1.3055824196677337,-0.9341987329938276,0.15075567228888187,10,6,1.5796254137940544,0.1501996621532323,1.0,1,4,2
3459,4539,Pilot29,61,Experiment,85,1,0,1,1,10,4,1,like2.png,612,1581550.01,66.67,1319,z,1117,41,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R04.wav,25,7.018401799069201,-0.7088697166761306,-0.724617760710604,0.8678339321316745,1.5666989036012806,-0.5222329678670935,0,14,-6,6,0.7833494518006403,-1.4012980994907414,1.0552897060221726,10,4,1.5796254137940544,-0.552032524537204,1.0,1,4,1
3460,4540,Pilot29,62,Experiment,55,1,0,1,1,7,1,1,like2.png,582,1593910.79,61.67,2497,z,2077,42,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R01.wav,25,7.638679823876112,0.16626557689845947,0.444488168982952,0.4599746428791881,0.5222329678670935,-1.5666989036012806,0,8,-6,6,-0.7833494518006403,-1.4012980994907414,1.0552897060221726,7,1,0.5431761750956469,-1.6053808045728584,1.0,1,3,0
3461,4541,Pilot29,63,Experiment,81,1,0,1,1,9,10,1,like2.png,612,1606501.91,66.67,1016,m,1885,43,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R10.wav,25,7.541683099882111,-0.008761481816458548,0.2616678196443858,0.8678339321316745,1.2185435916898848,1.5666989036012806,1,19,1,1,2.088931871468374,0.2335496832484569,-1.2060453783110543,10,9,1.5796254137940544,1.2035479421888866,1.0,1,4,4
3462,4542,Pilot29,64,Experiment,79,1,0,1,1,9,7,1,like2.png,642,1617710.71,71.67,1288,z,2477,44,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R07.wav,25,7.814803429489359,0.5309052825545387,0.7764476185306838,1.275693221384161,1.2185435916898848,0.5222329678670935,0,16,-2,2,1.3055824196677337,-0.4670993664969138,-0.7537783614444089,9,7,1.2341423342279185,0.5013157554984504,1.0,1,4,2
3463,4543,Pilot29,65,Experiment,78,1,0,1,1,9,6,1,like2.png,612,1629230.89,66.67,868,z,2048,45,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R06.wav,25,7.6246189861593985,0.13982919823839374,0.41798616811618616,0.8678339321316745,1.2185435916898848,0.17407765595569785,0,15,-3,3,1.044465935734187,-0.7006490497453707,-0.3015113445777635,9,6,1.2341423342279185,0.1501996621532323,1.0,1,4,2
3464,4544,Pilot29,66,Experiment,50,1,0,1,1,6,5,1,like2.png,612,1720253.03,66.67,2242,z,1203,46,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R05.wav,25,7.0925737159746784,-0.6304721799600737,-0.5848178251930991,0.8678339321316745,0.17407765595569785,-0.17407765595569785,0,11,-1,1,0.0,-0.2335496832484569,-1.2060453783110543,6,5,0.19769309552951098,-0.20091643119198585,1.0,1,2,1
3465,4545,Pilot29,67,Experiment,20,1,0,1,1,3,2,1,like2.png,522,1731116.99,51.67,1265,m,1050,47,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R02.wav,25,6.956545443151569,-0.7699468673735239,-0.8412052095647696,-0.3557439356257847,-0.8703882797784892,-1.2185435916898848,1,5,-1,1,-1.5666989036012806,-0.2335496832484569,-1.2060453783110543,2,3,-1.1842392227350325,-0.9031486178824221,0.0,0,1,0
3466,4546,Pilot29,68,Experiment,25,1,0,1,1,3,8,1,like2.png,462,1742949.32,41.67,1583,z,2749,48,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R08.wav,25,7.918992488165245,0.7788602824006726,0.97282414878917,-1.1714625141307575,-0.8703882797784892,0.8703882797784892,0,11,5,5,0.0,1.1677484162422844,0.6030226891555273,3,8,-0.8387561431688966,0.8524318488436685,0.0,0,1,3
3467,4547,Pilot29,69,Experiment,53,1,0,1,1,6,9,1,like2.png,522,1755406.28,51.67,2284,m,2973,49,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R09.wav,25,7.997326822998097,0.9830585175680769,1.1204694492658336,-0.3557439356257847,0.17407765595569785,1.2185435916898848,1,15,3,3,1.044465935734187,0.7006490497453707,-0.3015113445777635,9,6,1.2341423342279185,0.1501996621532323,0.0,1,2,4
3468,4548,Pilot29,70,Experiment,82,1,0,1,1,10,1,1,like2.png,492,1767766.55,46.67,1526,z,2617,50,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R01.wav,25,7.869783902530146,0.6585291795341665,0.8800753378414713,-0.7636032248782711,1.5666989036012806,-1.5666989036012806,0,11,-9,9,0.0,-2.101947149236112,2.412090756622109,10,1,1.5796254137940544,-1.6053808045728584,0.0,1,4,0
3469,4549,Pilot29,71,Experiment,54,1,0,1,1,6,10,1,like2.png,612,1779222.14,66.67,1045,z,2389,51,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R10.wav,25,7.77863014732581,0.4506845473102013,0.7082678717356102,0.8678339321316745,0.17407765595569785,1.5666989036012806,0,16,4,4,1.3055824196677337,0.9341987329938276,0.15075567228888187,6,10,0.19769309552951098,1.5546640355341048,1.0,0,2,4
3470,4550,Pilot29,72,Experiment,32,1,0,1,1,4,6,1,like2.png,552,1789326.74,56.67,1943,z,1527,52,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R06.wav,25,7.3310603052186325,-0.33511401837864946,-0.1353160300516511,0.0521153536267017,-0.5222329678670935,0.17407765595569785,0,10,2,2,-0.26111648393354675,0.4670993664969138,-0.7537783614444089,4,6,-0.49327306360276074,0.1501996621532323,0.0,0,1,2
3471,4551,Pilot29,73,Experiment,3,1,0,1,1,1,4,1,like2.png,612,1801516.95,66.67,1217,z,2050,53,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R04.wav,25,7.6255950721324535,0.14165239676667413,0.4198259042560317,0.8678339321316745,-1.5666989036012806,-0.5222329678670935,0,5,3,3,-1.5666989036012806,0.7006490497453707,-0.3015113445777635,1,4,-1.5297223023011683,-0.552032524537204,1.0,0,0,1
3472,4552,Pilot29,74,Experiment,63,1,0,1,1,7,10,1,like2.png,612,1811958.1,66.67,1583,z,1292,54,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R10.wav,25,7.163946684342547,-0.549339845451596,-0.45029337454102064,0.8678339321316745,0.5222329678670935,1.5666989036012806,0,17,3,3,1.5666989036012806,0.7006490497453707,-0.3015113445777635,7,10,0.5431761750956469,1.5546640355341048,1.0,0,3,4
3473,4553,Pilot29,75,Experiment,26,1,0,1,1,3,9,1,like2.png,552,1825198.01,56.67,1709,m,2531,55,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R09.wav,25,7.836369760545124,0.5801316428181094,0.8170960447374286,0.0521153536267017,-0.8703882797784892,1.2185435916898848,1,12,6,6,0.26111648393354675,1.4012980994907414,1.0552897060221726,9,3,1.2341423342279185,-0.9031486178824221,0.0,1,1,4
3474,4554,Pilot29,76,Experiment,5,1,0,1,1,1,6,1,like2.png,552,1837886.41,56.67,2809,z,2287,56,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R06.wav,25,7.734996194022781,0.3577014223679011,0.6260261809092696,0.0521153536267017,-1.5666989036012806,0.17407765595569785,0,7,5,5,-1.044465935734187,1.1677484162422844,0.6030226891555273,1,6,-1.5297223023011683,0.1501996621532323,0.0,0,0,2
3475,4555,Pilot29,77,Experiment,66,1,0,1,1,8,3,1,like2.png,612,1850718.27,66.67,1423,z,2318,57,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R03.wav,25,7.748460023899697,0.38596099955624724,0.6514029357127114,0.8678339321316745,0.8703882797784892,-0.8703882797784892,0,11,-5,5,0.0,-1.1677484162422844,0.6030226891555273,8,3,0.8886592546617826,-0.9031486178824221,1.0,1,3,0
3476,4556,Pilot29,78,Experiment,84,1,0,1,1,10,3,1,like2.png,552,1862524.97,56.67,2488,z,1692,58,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R03.wav,25,7.433666540166168,-0.18470013979551678,0.05807717896625085,0.0521153536267017,1.5666989036012806,-0.8703882797784892,0,13,-7,7,0.5222329678670935,-1.6348477827391983,1.507556722888818,10,3,1.5796254137940544,-0.9031486178824221,0.0,1,4,0
3477,4557,Pilot29,79,Experiment,74,1,0,1,1,9,2,1,like2.png,612,1876094.18,66.67,1352,z,1944,59,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R02.wav,25,7.572502985020384,0.04502287476781314,0.31975743273175217,0.8678339321316745,1.2185435916898848,-1.2185435916898848,0,11,-7,7,0.0,-1.6348477827391983,1.507556722888818,9,2,1.2341423342279185,-1.2542647112276402,1.0,1,4,0
3478,4558,Pilot29,80,Experiment,61,1,0,1,1,7,8,1,like2.png,282,1887325.08,11.67,1264,m,2259,60,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R08.wav,25,7.7226775164680035,0.3321766429719755,0.6028078201108903,-3.618618249645676,0.5222329678670935,0.8703882797784892,1,15,1,1,1.044465935734187,0.2335496832484569,-1.2060453783110543,8,7,0.8886592546617826,0.5013157554984504,0.0,1,3,3
3479,4559,Pilot29,81,Experiment,39,1,0,1,1,5,3,1,like2.png,582,1899972.9,61.67,1374,m,2190,61,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R03.wav,25,7.691656822810547,0.26927629374630185,0.5443397212137395,0.4599746428791881,-0.17407765595569785,-0.8703882797784892,1,8,-2,2,-0.7833494518006403,-0.4670993664969138,-0.7537783614444089,3,5,-0.8387561431688966,-0.20091643119198585,0.0,0,2,0
3480,4560,Pilot29,82,Experiment,52,1,0,1,1,6,8,1,like2.png,612,1912125.43,66.67,1903,z,1192,62,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R08.wav,25,7.083387847625295,-0.6404997718656158,-0.6021314373591776,0.8678339321316745,0.17407765595569785,0.8703882797784892,0,14,2,2,0.7833494518006403,0.4670993664969138,-0.7537783614444089,6,8,0.19769309552951098,0.8524318488436685,1.0,0,2,3
3481,4561,Pilot29,83,Experiment,69,1,0,1,1,8,6,1,like2.png,672,1922669.63,76.67,1059,z,1020,63,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R06.wav,25,6.927557906278317,-0.7972948452977299,-0.8958411951879578,1.6835525106366473,0.8703882797784892,0.17407765595569785,0,14,-2,2,0.7833494518006403,-0.4670993664969138,-0.7537783614444089,8,6,0.8886592546617826,0.1501996621532323,1.0,1,3,2
3482,4562,Pilot29,84,Experiment,64,1,0,1,1,8,1,1,like2.png,642,1936805.4,71.67,1341,z,4856,64,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R01.wav,25,8.487970332739334,2.6995999319440696,2.0452390101134874,1.275693221384161,0.8703882797784892,-1.5666989036012806,0,9,-7,7,-0.5222329678670935,-1.6348477827391983,1.507556722888818,8,1,0.8886592546617826,-1.6053808045728584,1.0,1,3,0
3483,4563,Pilot29,85,Experiment,1,1,0,1,1,1,2,1,like2.png,492,1946957.62,46.67,1358,m,1125,65,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R02.wav,25,7.025538314638521,-0.7015769225630091,-0.7111667881857603,-0.7636032248782711,-1.5666989036012806,-1.2185435916898848,1,3,1,1,-2.088931871468374,0.2335496832484569,-1.2060453783110543,2,1,-1.1842392227350325,-1.6053808045728584,0.0,1,0,0
3484,4564,Pilot29,86,Experiment,51,1,0,1,1,6,7,1,like2.png,612,1957693.31,66.67,1417,z,1460,66,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R07.wav,25,7.286191714702382,-0.39619116907604274,-0.21988477685816502,0.8678339321316745,0.17407765595569785,0.5222329678670935,0,13,1,1,0.5222329678670935,0.2335496832484569,-1.2060453783110543,6,7,0.19769309552951098,0.5013157554984504,1.0,0,2,2
3485,4565,Pilot29,87,Experiment,73,1,0,1,1,9,1,1,like2.png,612,1972716.84,66.67,3664,z,5400,67,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R01.wav,25,8.594154232552366,3.1955099316363373,2.245375435949381,0.8678339321316745,1.2185435916898848,-1.5666989036012806,0,10,-8,8,-0.26111648393354675,-1.8683974659876552,1.9598237397554636,9,1,1.2341423342279185,-1.6053808045728584,1.0,1,4,0
3486,4566,Pilot29,88,Experiment,21,1,0,1,1,3,4,1,like2.png,522,1984669.97,51.67,1963,m,704,68,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R04.wav,25,6.556778356158042,-1.0853602127660325,-1.5946900231625776,-0.3557439356257847,-0.8703882797784892,-0.5222329678670935,1,7,1,1,-1.044465935734187,0.2335496832484569,-1.2060453783110543,4,3,-0.49327306360276074,-0.9031486178824221,0.0,1,1,1
3487,4567,Pilot29,89,Experiment,67,1,0,1,1,8,4,1,like2.png,612,1997148.73,66.67,1271,z,1882,69,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R04.wav,25,7.540090320145325,-0.011496279608879141,0.2586657332242635,0.8678339321316745,0.8703882797784892,-0.5222329678670935,0,12,-4,4,0.26111648393354675,-0.9341987329938276,0.15075567228888187,8,4,0.8886592546617826,-0.552032524537204,1.0,1,3,1
3488,4568,Pilot29,90,Experiment,44,1,0,1,1,5,9,1,like2.png,552,2009244.94,56.67,2659,m,2795,70,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R09.wav,25,7.9355873855892,0.8207938485511217,1.0041023695306523,0.0521153536267017,-0.17407765595569785,1.2185435916898848,1,14,4,4,0.7833494518006403,0.9341987329938276,0.15075567228888187,9,5,1.2341423342279185,-0.20091643119198585,0.0,1,2,4
3489,4569,Pilot29,91,Experiment,68,1,0,1,1,8,5,1,like2.png,612,2021029.68,66.67,1395,z,1413,71,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R05.wav,25,7.253470382684528,-0.43903633449063206,-0.28155825513664157,0.8678339321316745,0.8703882797784892,-0.17407765595569785,0,13,-3,3,0.5222329678670935,-0.7006490497453707,-0.3015113445777635,8,5,0.8886592546617826,-0.20091643119198585,1.0,1,3,1
3490,4570,Pilot29,92,Experiment,43,1,0,1,1,5,8,1,like2.png,612,2032004.89,66.67,1364,m,955,72,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R08.wav,25,6.86171134048073,-0.8565487974668428,-1.0199494296331146,0.8678339321316745,-0.17407765595569785,0.8703882797784892,1,13,3,3,0.5222329678670935,0.7006490497453707,-0.3015113445777635,8,5,0.8886592546617826,-0.20091643119198585,1.0,1,2,3
3491,4571,Pilot29,93,Experiment,4,1,0,1,1,1,5,1,like2.png,612,2045413.65,66.67,1155,m,997,73,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R05.wav,25,6.904750769961838,-0.8182616283729545,-0.938828302969544,0.8678339321316745,-1.5666989036012806,-0.17407765595569785,1,6,4,4,-1.3055824196677337,0.9341987329938276,0.15075567228888187,5,1,-0.14778998403662486,-1.6053808045728584,1.0,1,0,1
3492,4572,Pilot29,94,Experiment,80,1,0,1,1,9,8,1,like2.png,582,2056342.2,61.67,1328,m,1293,74,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R08.wav,25,7.164720378771857,-0.5484282461874558,-0.4488351079107318,0.4599746428791881,1.2185435916898848,0.8703882797784892,1,17,-1,1,1.5666989036012806,-0.2335496832484569,-1.2060453783110543,8,9,0.8886592546617826,1.2035479421888866,0.0,0,4,3
3493,4573,Pilot29,95,Experiment,58,1,0,1,1,7,4,1,like2.png,582,2066892.6,61.67,874,z,1226,75,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R04.wav,25,7.111512116496157,-0.6095053968848491,-0.5491225474900651,0.4599746428791881,0.5222329678670935,-0.5222329678670935,0,11,-3,3,0.0,-0.7006490497453707,-0.3015113445777635,7,4,0.5431761750956469,-0.552032524537204,0.0,1,3,1
3494,4574,Pilot29,96,Experiment,22,1,0,1,1,3,5,1,like2.png,282,2076054.45,11.67,1482,m,688,76,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R05.wav,25,6.5337888379333435,-1.0999458009922756,-1.6380208861020793,-3.618618249645676,-0.8703882797784892,-0.17407765595569785,1,8,2,2,-0.7833494518006403,0.4670993664969138,-0.7537783614444089,5,3,-0.14778998403662486,-0.9031486178824221,0.0,1,1,1
3495,4575,Pilot29,97,Experiment,65,1,0,1,1,8,2,1,like2.png,582,2087028.94,61.67,1722,z,1246,77,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R02.wav,25,7.1276936993473985,-0.5912734116020452,-0.5186233459923124,0.4599746428791881,0.8703882797784892,-1.2185435916898848,0,10,-6,6,-0.26111648393354675,-1.4012980994907414,1.0552897060221726,8,2,0.8886592546617826,-1.2542647112276402,0.0,1,3,0
3496,4576,Pilot29,98,Experiment,28,1,0,1,1,4,1,1,like2.png,582,2100286.33,61.67,1352,z,3170,78,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R01.wav,25,8.061486866871327,1.1626435726036959,1.2413989111227834,0.4599746428791881,-0.5222329678670935,-1.5666989036012806,0,5,-3,3,-1.5666989036012806,-0.7006490497453707,-0.3015113445777635,4,1,-0.49327306360276074,-1.6053808045728584,0.0,1,1,0
3497,4577,Pilot29,99,Experiment,24,1,0,1,1,3,7,1,like2.png,612,2112605.05,66.67,1645,m,2122,79,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R07.wav,25,7.660114319173928,0.2072875437847684,0.48488810989729675,0.8678339321316745,-0.8703882797784892,0.5222329678670935,1,10,4,4,-0.26111648393354675,0.9341987329938276,0.15075567228888187,7,3,0.5431761750956469,-0.9031486178824221,1.0,1,1,2
3498,4578,Pilot29,100,Experiment,41,1,0,1,1,5,6,1,like2.png,612,2124838.05,66.67,1171,z,1805,80,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R06.wav,25,7.498315870766981,-0.0816894229476744,0.1799288531081123,0.8678339321316745,-0.17407765595569785,0.17407765595569785,0,11,1,1,0.0,0.2335496832484569,-1.2060453783110543,5,6,-0.14778998403662486,0.1501996621532323,1.0,0,2,2
3499,4579,Pilot29,101,Experiment,23,1,0,1,1,3,6,1,like2.png,432,2143918.13,36.67,1993,z,2202,81,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R06.wav,25,7.697121317282625,0.28021548491598425,0.5546392524474523,-1.579321803383244,-0.8703882797784892,0.17407765595569785,0,9,3,3,-0.5222329678670935,0.7006490497453707,-0.3015113445777635,3,6,-0.8387561431688966,0.1501996621532323,0.0,0,1,2
3500,4580,Pilot29,102,Experiment,33,1,0,1,1,4,7,1,like2.png,552,2154742.09,56.67,2262,m,943,82,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R07.wav,25,6.849066282633458,-0.8674879886365251,-1.0437829551157667,0.0521153536267017,-0.5222329678670935,0.5222329678670935,1,11,3,3,0.0,0.7006490497453707,-0.3015113445777635,7,4,0.5431761750956469,-0.552032524537204,0.0,1,1,2
3501,4581,Pilot29,103,Experiment,56,1,0,1,1,7,2,1,like2.png,582,2165789.99,61.67,1134,z,1307,83,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R02.wav,25,7.175489713624222,-0.535665856489493,-0.42853696299632194,0.4599746428791881,0.5222329678670935,-1.2185435916898848,0,9,-5,5,-0.5222329678670935,-1.1677484162422844,0.6030226891555273,7,2,0.5431761750956469,-1.2542647112276402,0.0,1,3,0
3502,4582,Pilot29,104,Experiment,40,1,0,1,1,5,4,1,like2.png,582,2179181.09,61.67,1061,z,1098,84,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R04.wav,25,7.001245622069476,-0.7261901026947944,-0.7569538865430394,0.4599746428791881,-0.17407765595569785,-0.5222329678670935,0,9,-1,1,-0.5222329678670935,-0.2335496832484569,-1.2060453783110543,5,4,-0.14778998403662486,-0.552032524537204,0.0,1,2,1
3503,4583,Pilot29,105,Experiment,72,1,0,1,1,8,10,1,like2.png,402,2195708.94,31.67,1376,z,7409,85,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R10.wav,25,8.910450756416656,5.026912853293996,2.8415341370517013,-1.9871810926357303,0.8703882797784892,1.5666989036012806,0,18,2,2,1.8278153875348273,0.4670993664969138,-0.7537783614444089,8,10,0.8886592546617826,1.5546640355341048,0.0,0,3,4
3504,4584,Pilot29,106,Experiment,27,1,0,1,1,3,10,1,like2.png,552,2206525.75,56.67,1184,m,1243,86,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R10.wav,25,7.1252830915107115,-0.5940082093944657,-0.5231668826054527,0.0521153536267017,-0.8703882797784892,1.5666989036012806,1,13,7,7,0.5222329678670935,1.6348477827391983,1.507556722888818,10,3,1.5796254137940544,-0.9031486178824221,0.0,1,1,4
3505,4585,Pilot29,107,Experiment,45,1,0,1,1,5,10,1,like2.png,612,2217788.9,66.67,997,m,1373,87,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R10.wav,25,7.224753405767971,-0.47550030505623997,-0.3356842867761964,0.8678339321316745,-0.17407765595569785,1.5666989036012806,1,15,5,5,1.044465935734187,1.1677484162422844,0.6030226891555273,10,5,1.5796254137940544,-0.20091643119198585,1.0,1,2,4
3506,4586,Pilot29,108,Experiment,89,1,0,1,1,10,8,1,like2.png,492,2228477.29,46.67,1954,z,1028,88,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R08.wav,25,6.93537044601511,-0.7900020511846083,-0.8811160458727052,-0.7636032248782711,1.5666989036012806,0.8703882797784892,0,18,-2,2,1.8278153875348273,-0.4670993664969138,-0.7537783614444089,10,8,1.5796254137940544,0.8524318488436685,0.0,1,4,3
